TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
org.example.Flight,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,105,0.3,2,36,83,151834,1689200335794,0.8873239436619719,11111111111111111111111111111111111111111111111111111000000001111111111,0.9649122807017544,111111111011111111111111111111111111111111111111111111101,1.0,11111111,2,1,6,3,0.7906976744186046,1111111111110000000000000000000000000000000000000000000000011111111111111111111111111111111111111101011111101011111111111111111111111101111010111101111111111111010111111111011111111111111111111111101110111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110010,0.4444444444444444,001010110,1.0,11111111111,0.9090909090909091,11111111011,0.9649122807017544,111110111111111111111111111111111111111111111111111111110
