TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
org.example.Utravel,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,124,0.3,2,30,88,185927,1689200336395,0.77,1111111111111111111111011111001111110011111111111111111101111000000011111110000000000111111111111111,0.6956521739130435,100000000001111111111110101000011011101111111111111111011101111111101,1.0,11111111111111111,12,1,4,1,0.5771812080536913,00000000001111111111111111111111001011000000111111100000000011111111000000000000000000000000000000011111111111111111111111011111111111111111111110010,0.16666666666666666,010000000010010010000000000000010010,1.0,11111111111111,0.5,11001110000011,0.6956521739130435,100000000001111111111110110000011011101111111111111111011011111111110
